frame,phase,surface,ballX,ballY,ballZ,groundY2arg,groundY3arg
327,roll,Fairway,77.9831,10.2924,28.0394,10.2711,10.2711
328,roll,Fairway,77.9816,10.2924,28.0392,10.2711,10.2711
329,roll,Fairway,77.9801,10.2925,28.0391,10.2711,10.2711
330,roll,Fairway,77.9787,10.2925,28.0389,10.2711,10.2711
331,roll,Fairway,77.9772,10.2925,28.0388,10.2711,10.2711
332,roll,Fairway,77.9757,10.2925,28.0387,10.2711,10.2711
333,roll,Fairway,77.9743,10.2925,28.0385,10.2712,10.2712
334,roll,Fairway,77.9728,10.2925,28.0384,10.2712,10.2712
335,roll,Fairway,77.9713,10.2925,28.0383,10.2712,10.2712
336,roll,Fairway,77.9699,10.2925,28.0381,10.2712,10.2712
337,roll,Fairway,77.9684,10.2925,28.0380,10.2712,10.2712
338,roll,Fairway,77.9670,10.2926,28.0378,10.2712,10.2712
339,roll,Fairway,77.9655,10.2926,28.0377,10.2712,10.2712
340,roll,Fairway,77.9641,10.2926,28.0376,10.2712,10.2712
341,roll,Fairway,77.9626,10.2926,28.0374,10.2712,10.2712
342,roll,Fairway,77.9612,10.2926,28.0373,10.2712,10.2712
343,roll,Fairway,77.9597,10.2926,28.0372,10.2713,10.2713
344,roll,Fairway,77.9583,10.2926,28.0370,10.2713,10.2713
345,roll,Fairway,77.9568,10.2926,28.0369,10.2713,10.2713
346,roll,Fairway,77.9554,10.2926,28.0367,10.2713,10.2713
347,roll,Fairway,77.9539,10.2927,28.0366,10.2713,10.2713
348,roll,Fairway,77.9525,10.2927,28.0365,10.2713,10.2713
349,roll,Fairway,77.9510,10.2927,28.0363,10.2713,10.2713
350,roll,Fairway,77.9496,10.2927,28.0362,10.2713,10.2713
351,roll,Fairway,77.9482,10.2927,28.0361,10.2714,10.2714
352,roll,Fairway,77.9467,10.2927,28.0359,10.2714,10.2714
353,roll,Fairway,77.9453,10.2927,28.0358,10.2714,10.2714
354,roll,Fairway,77.9439,10.2927,28.0356,10.2714,10.2714
355,roll,Fairway,77.9424,10.2927,28.0355,10.2714,10.2714
356,roll,Fairway,77.9410,10.2927,28.0354,10.2714,10.2714
357,roll,Fairway,77.9395,10.2928,28.0352,10.2714,10.2714
358,roll,Fairway,77.9381,10.2928,28.0351,10.2714,10.2714
359,roll,Fairway,77.9367,10.2928,28.0350,10.2714,10.2714
360,roll,Fairway,77.9352,10.2928,28.0348,10.2714,10.2714
361,roll,Fairway,77.9338,10.2928,28.0347,10.2715,10.2715
362,roll,Fairway,77.9324,10.2928,28.0346,10.2715,10.2715
363,roll,Fairway,77.9309,10.2928,28.0344,10.2715,10.2715
364,roll,Fairway,77.9295,10.2928,28.0343,10.2715,10.2715
365,roll,Fairway,77.9281,10.2929,28.0341,10.2715,10.2715
366,roll,Fairway,77.9267,10.2929,28.0340,10.2715,10.2715
